,album titles,artists,cleaned_sentences
113,항해,AKMU (악동뮤지션),나아가다 따르다 만들다 감싸다 어우러지다 사무치다 살다 빗대다 선보이다 해주다 자아내다 떠올리다 갖다 번뜩이다 갈리다 넓히다 보여주다
114,곡면,동양고주파,지니다 들이다 대다 모르다 자다 되어다 되어다 잡다 들다 모르다 받다 밝다 불다 주다 벗어나다 살리다 들다 넣다 엿보다 싶다 만나다 싶다
115,999,전국비둘기연합,갖추다 몰다 붙이다 해오다 해오다 나오다 가다 갖추다 느끼다 채우다 비우다 적히다 듣다 만들다 박다 받치다 써다 받다 써다 몰아치다 해내다 들다 보여주다 담다 넘다 기다리다
116,37C,러브엑스테레오(Love X Stereo),나오다 쓸다 어리다 쓸다 살펴보다 밝다 가다 내놓다 쏟아내다 지키다 기다 들어가다 되어다 나오다 늘다 끝나다 얻다 다가서다 자다 들리다 올라타다 불러일으키다 일으키다
117,Limbo,Gill Chang,내미다 고르다 기르다 만들다 지키다 내다 들어가다 넘다 넘다 말다 해내다 넘다 쓰이다 자다 썰다 내다 싶다 듣다 싶다 듣다 주다 꿰뚫다 끄다 담기다
118,리듬 + 플로우(Rhythm + Flow Soundtrack: The Final Episode) (Music from the Netflix Original Series),Various Artists,늘다 맛보다 해주다 내다 부르다 늘다 치켜세우다 이루다 견디다 견디다 이기다 뽑다 지다 기울이다 오다 만들다 내다 사다 만들다 권하다 만나다
119,KAIROS,Nicole Bus,놓치다 이끌다 보이다 늘다 받다 보이다 태어나다 해오다 내다 넘다 아우르다 돋보이다 되어다 이끌다 내다 늘다 되어다 막히다 가다 비키다 어우러지다 더불다 듣다 사로자다 해내다 허다 적다 남기다 놓치다
120,Trilogy 2 (Live),Chick Corea(칙 코리아) & Christian McBride(크리스찬 맥브라이드) & Brian Blade(브라이언 블레이드),남다 고르다 듣다 내놓다 늘다 가지다 모으다 놓다 비다 가다 받다 되어다 밟다 고르다 가지다 되어다 넘다 책임지다 주다 가지다 보여주다 펼치다 나가다 오다 늘다 맞다 늘다 넣다
121,Don't Explain,김민희,느껴지다 차다 추다 주다 선보이다 내다 느껴지다 보여주다 접다 두다 걸다 맡다 보여주다 자다 늘다 부르다 실리다 실리다 듣다 불다 오다 어울리다 잡다 느껴지다 어울리다 나무라다 되새기다 떠나다 녹이다 넘다 알려지다 흐르다 들어가다 보여주다 보여주다 빼다 나오다
122,Pang,Caroline Polachek,자다 알려지다 선보이다 더불다 선보이다 밝다 갖다 오다 자다 이루다 내다
123,Wildcard,Miranda Lambert(미란다 램버트),이루다 내다 받다 앞장서다 오다 두다 드러나다 거치다 드러나다 오다 이어지다 불다 서다 넘실대다 해내다
124,Ocean,Lady Antebellum(레이디 앤터벨룸),자다 만들다 만들다 대다 오다 되어다 느껴지다 오다 메다 아우르다 선보이다 오다 자다 만들다
125,All Mirrors,Angel Olsen(엔젤 올슨),남다 해보다 가다 내다 쓰다 메우다 내미다 다루다 흘러나오다 알려지다 섞다 드러내다 늘다 뜨다 사르다 내주다 오다 앞서다 들다 모르다 묻다 따다 들다
126,Giants of All Sizes,Elbow(엘보우),돌아오다 가다 받아들이다 안기다 늘다 보여주다 받다 늘다 이루다 나오다 갖다 움직이다 가까워지다 크다 늘다 돋보이다 채우다 자다 들어오다 끌다 크다 자다 어울리다 놓치다 쓸다
127,Jeff Lynne's ELO - From Out Of Nowhere,Jeff Lynne's ELO,떨어지다 늘다 담다 내다 늘다 적다 들다 늘다 늘다 놓다 이기다 자다 채우다 잡다 끄다 사로잡히다 고르다 도르다 보이다 날아들다 자다 묻다 듣다
128,PRINCESS CATGIRL,Cashmere Cat(캐시미어 캣),가다 돌아오다 돼다 이끌다 앞세우다 가지다 두다 가다 서다 들어가다 당기다 펼치다 주다 잦다 들다 가다
129,Cheeks & Lips,꼴라(CCOLA),자다 펼치다 틀다 담기다 떠올리다 지르다 만들다 내다 알리다 나누다 놓다 본뜨다 늘다 잃다 더듬다 주다 느껴지다 쓰이다 알리다
130,CODE#03 SET ME FREE,레이디스 코드(LADIES' CODE),도르다 갖추다 넘다 도르다 갖추다 들이다 써다 돌아오다 잡다 쓸다 선보이다 맞추다 닿다 펼쳐지다 걸다 믿다 해주다
131,Sobrightttttttt,sogumm,여기다 들다 흘리다 자아내다 따르다 달라지다 두다 사로자다 남기다 들다 갈구다 이끌다 오다 들다 담다 더불다 넘다 들다 듣다 되어다
132,After Darkness,Sh8peshifter,알려지다 들다 늘다 보이다 늘다 잡아끌다 자아내다 얹히다 맞다 물리다 쌓다 올리다 적다 남기다 만나다 해보다 바라다
133,Retropolitan,Skyzoo & Pete Rock(피트 락),만들다 담다 알리다 띄다 달라지다 사로자다 내다 받다 믿다 듣다 가다 돼다 돼다 손꼽다 살아오다 받다 풀다 잊다 흩다 뿌리다 놓다 벗다 던지다 드러나다 나아가다 꼬집다 주다 털다 되찾다 엿보다
134,Gunsan Gaka,Trio Works,출렁이다 맞다 들리다 선보이다 쉬다 잃다 감추다 나오다 해오다 선보이다 들이다 출렁이다 듣다 빠져들다 들다 주다 도르다 높이다 해오다 실리다 갈다 떠오르다 느껴지다 이어지다 늘다 자다 어울리다
135,Blue World,John Coltrane(존 콜트레인),쌓이다 되어다 선보이다 되어다 되어다 맡다 닿다 담다 가다 실리다 실리다 실리다 오다 실리다 실리다 들다
136,Common Practice (Live At The Village Vanguard / 2017),Ethan Iverson Quartet,담다 크다 쌓이다 주다 크다 보이다 쓰다 들다 보여주다 자다 담기다 빌리다 가지다 베다 빼다 담기다 해오다 적히다 누르다 이끌다 이어지다 만들다 빌리다 모이다
137,Someone's EP II,Baynk,나누다 나가다 넣다 넣다 뺏다 막히다 해내다 떠올리다 먹다 돼다 머무르다 갖추다 느끼다 싶다 느끼다 싶다 들어주다
138,Saves The World,MUNA(무나),되어다 알리다 지니다 느껴지다 아우르다 더불다 늘다 내다 보여주다 크다 오다 오다 오다 늘다 어울리다 자다 다지다 나가다
139,The Highwomen,The Highwomen,오다 가다 오다 돌리다 틀다 주다 오다 선보다 모으다 담다 내다 오다 받다 오다 빠져들다 돋보이다 느끼다
140,The Nothing,Korn(콘),맞다 잊다 올라가다 드러내다 해주다 들다 몰아치다 쏟아내다 울부짖다 들다 가다 꽂히다 쏘다 대다 가다 치다 놓치다 서다 쌓이다 잃다 나르다 찾다 외치다 오다 가다 해내다 해주다 싶다 앞두다 기르다 돌아오다 받다 돌다
141,국보3호(國寶三號),Various Artists,모르다 넘다 지키다 늘다 뭉치다 만들다 크다 붙이다 쌓이다 만들어지다 선보이다 틀어지다 띄다 놓다 지다 만들다 지키다 나아가다 크다
142,In Cauda Venenum,Opeth(오페쓰),쓰다 바라다 버려지다 오다 나타나다 싶다 모르다 듣다 두다 따르다 들다 들다 일구다 잡다 애쓰다 힘쓰다 갈리다 가다 나오다
143,화기엄금,사이먼 도미닉,갖추다 얻다 흔들리다 나오다 손꼽다 펼치다 나오다 오다 자다 느끼다 맞추다
144,밭,오도마 (O'Domar),나가다 내놓다 갈리다 되어다 얻다 노리다 자다 들이다 디디다 마시다 드러나다 살다 알다 나가다 느끼다 퍼지다 나아가다 되어다 손꼽다 담다 내다 담기다 들다 트이다 늘다
145,Be Good,경기남부재즈(Southern Gyeonggi Jazz),따르다 담다 끝나다 모르다 비웃다 돌아오다 들다 열리다 이끌다 갈다 주다 받다 만나다 만들다 내다 들다 벌이다 느껴지다 따라가다 가다 되어다 이끌다 오다 가지다 받다 외다 흩다 뿌리다 만들다 만들다 가다 채우다 쌓다
146,Unexpected Fly,이한얼 트리오(Lee Han-Earl Trio),흐르다 흐르다 떠오르다 꼽히다 나타내다 녹이다 사로자다 다니다 돌아보다 돌아오다 이끌다 받다 담다 나오다 늘다 늘다 만들다 이어지다 늘다 느끼다 담다 들다 늘다 흐르다 흐르다 그리다
147,forevher,Shura(슈라),떠올리다 반짝이다 잦다 들다 이루다 보여주다 오다 돋보이다 오다 오다 바치다
148,Lover,Taylor Swift(테일러 스위프트),해내다 놓다 쉬다 지나치다 늘다 해내다 틀다 쥐다 짜다 익히다 싶다 더불다 불다 끊다 치다 버리다 살피다
149,ASCEND,Illenium,만들다 떠올리다 남다 떠나다 갖추다 늘다 펼치다 해주다 싶다 맞추다 만들어지다 내놓다 차분해지다 만들다 갖추다 찾다 자다 다듬어지다 갖추다 풀다 내다 지나다 만들다
150,Norman Fucking Rockwell!,Lana Del Rey(라나 델 레이),싶다 실리다 빌리다 캐다 싶다 담다 올라오다 짚다 내다 만들다 버리다 내놓다 손꼽다
151,Fear Inoculum,Tool(툴),꽂히다 늘다 쌓다 올리다 만들다 받다 떠올리다 듣다 쓰다 듣다 새우다 엿보다 자다 듣다 불러일으키다 느껴지다 부르다
152,Eve,Rapsody(랩소디),따다 오다 녹이다 내다 다루다 늘다 끼치다 드러나다 늘다 쓰다 치르다 되어다 여기다 대다 일컫다 돋보이다 쏟아내다
153,James Carter Organ Trio: Live From Newport Jazz,James Carter(제임스 카터),지니다 베다 맡다 흐르다 기울다 들다 잊다 가다 보여주다 불다 되어다 들다 돌아오다 맞다 들어가다 내다 늦다 받다 선보이다 넘다 만들다 출렁이다 되어다 늘다 보여주다 늘다
154,My Finnish Calendar,Iiro Rantala(이로 랜탈라),만들다 내다 들다 자다 만들다 들다 받다 남다 펼치다 앉다 만들다 넣다 보여주다 대다 되어다 오다 가다 빌다 내다 담다 선보이다 늘다 돌아오다 맞추다 실리다 다다르다 자다 섞다 듣다 추다 들다 가다
155,FAVORITE,smalltown(스몰타운),들다 받다 숨기다 두다 늘다 떠나다 되어다 바뀌다 띄다 나가다 들어오다 되어다 커지다 보이다 늘다 찍다 들다 쉬다 주다 되어다 오다 들다 보여주다 만들다 나타나다 열다 들다
156,La Habana,잭 리(Jack Lee),담다 나오다 되어다 들어서다 선보이다 들다 돌아오다 가지다 느끼다 담다 흐르다 느껴지다 맡다 늘다 들려주다 가다 흐르다 빌리다 가다 부르다 가다 이어지다 보여주다 이끌다 크다 받다 묻다 뜨다 치다 보이다 떠나다
157,스피릿선발대,김오키(Kim O Ki),살아가다 닮다 들다 듣다 보여주다 뽑다 내다 만들다 들다 자다 짜이다 느껴지다 살아가다 느끼다 이기다 적히다 쓸다 막히다 보여주다 두르다 끄다 집다 내다 불리다 살아가다 되어다 쓰다 살리다 살다 모르다
158,데미안,살롱 드 오수경,뻗다 주다 싶다 집다 남기다 집다 넘어서다 열다 떠나다 나오다 나오다 떠나다 모이다 떠나다 지다 돌아오다 어리다 자다 담다 내다 밝히다 그리다 배다 만들다 나가다 스미다 자다 보내다 그리다 다니다 따다 어리다 자다 주고받다 쌓이다 들다 빠지다 뻗다 주다 싶다 들리다 보이다 대다 듣다 싶다
159,Let's march!,마치 (MRCH),보이다 알리다 읽다 늘다 알리다 싶다 돋보이다 어우러지다 만들다 짜이다 적다 오가다
160,chBa,Guinneissik(기나이직),적히다 떠올리다 선보이다 듣다 들다 늘다 떠올리다 느껴지다 들려주다 자르다 가다 스치다 지나가다 떠올리다 본뜨다 떠올리다 읽다 해주다 생각나다
161,SPARK,JBJ95,늘다 선보이다 빼다 엿보다 들다 잊다 선보이다 오다 적다 넘다
162,언어의 형태 (form of tongue),cotoba(코토바),받다 박다 앞세우다 알려지다 해보다 쉬다 들다 살리다 이루다 드러나다 기울이다 울리다 크다 잡다 돋보이다 오다 서다 도드라지다 어울리다 싶다 잡아끌다 일으키다 지나치다 늘다 나오다 맞다 즐기다
163,Greatest Hits,Hookuo (후쿠오) & 담예(DAMYE),이끌다 쉬다 다가가다 오다 적다 빛나다 틀다 아우르다 채우다 메다 자다 꿰뚫다 느끼다 인정받다 펼치다 오가다 빌리다 선보이다 늘다 웃기다 보내다
164,Stunning,선우정아(Sunwoojunga),솟아오르다 듣다 훔치다 어우러지다 거치다 펼쳐지다 나다 알다 가까워지다
165,Rocker's WiFi,실버클럽(Silverclub),들어가다 가다 나오다 조르다 일으키다 세우다 몰다 받다 내다 늘다 깔다 놓다 받다 펼치다 들어가다 그리다 내다 늦다 나다
166,이방인,E SENS,돌아오다 흔들다 들다 돌아오다 맛보다 나오다 디디다 부대끼다 느끼다 담다 바뀌다 바뀌다 생기다 흘러가다 박히다 펼치다 끼우다 넣다 맞다 자아내다 이죽거리다 뱉다 주다 끌다 섞다 꾸리다 따라잡다
167,FEVER DREAM,Of Monsters And Men(오브 몬스터즈 앤 맨),담기다 메다 들다 나오다 되어다 이루다 메다 거두다 늘다 앞서다 뽑다 내다 그리다 비키다 해내다 늘다 들어오다 붙다 매다 만들다 늘다 뽐내다 들려주다 싶다
168,미운 사람만 가득한 이 도시에도,uju(우주),쏟아지다 얻다 뽑다 뽑다 쓰이다 사라지다 싶다 만들다 다가오다 성나다 미우다 이끌다 내다 맞다 펼쳐지다 불러일으키다 그리다 내다
169,Kaleidoscope,Cyrus Chestnut(사이러스 체스트넛),나오다 지키다 맡다 배우다 늘다 주다 담기다 늘다 만들다 골다 추다 전해지다 살리다 보여주다 보여주다 가다 되어다 풍기다 이끌다 보이다 떠나다 넘다 보이다 나오다 접다 불리다 들다
170,Antidote,Chick Corea(칙 코리아),흐르다 따르다 지나다 벗어나다 받다 받다 선보이다 담다 담다 맞다 가지다 모으다 돌아보다 오다 가까워지다 채우다 실리다 꼽히다 오다 섞이다 가다 오다 늘다 걸어오다 들다 빠지다 들다
171,Haze,gong (공),걸다 자다 만들다 지니다 걸다 끌다 나오다 사라지다 기르다 높이다 걸치다 어우러지다 끼어들다 붙다 흐르다 듣다 말다 먹다 먹다 이기다 바라보다
172,계몽,쏜애플(THORNAPPLE),쏘다 쏘다 쏘다 더듬다 잠들다 잊다 가라앉다 펼치다 맞추다 움직이다 오다 쏘다 되어다 오다 들다 쏘다 들다 듣다 쏘다 들다 어울리다 되어다 버리다 자르다 주다 채우다 덜다 내다 느껴지다 쏘다
173,PUZZLE 9 PIECES,애런(ARRAN),빛나다 싶다 뭉치다 끝나다 느끼다 나타내다 늘다 느끼다 놓다 넣다 들다 나오다 빛나다
174,Nights With Ruby,SACHI,따라가다 늘다 선보이다 뜨다 오다 나오다 늘다 가지다 넘어가다 늘다 갖추다 고르다 싶다 가지다 맞다 뿌리다 높아지다 쌓이다
