,album titles,artists,cleaned_sentences
154,My Finnish Calendar,Iiro Rantala(이로 랜탈라),좋다 오래되다 새롭다 젊다 가득하다 다양하다 부지런하다 다양하다 여전하다 연하다 흥겹다 정갈하다 괴팍하다 재미있다 다르다 길다
155,FAVORITE,smalltown(스몰타운),소박하다 예쁘다 작다 아름답다 화사하다 또렷하다 좋다 넘치다 아련하다 영롱하다 행복하다 아름답다
156,La Habana,잭 리(Jack Lee),놀랍다 많다 다양하다 좋다 못지않다 꾸준하다 당연하다 담백하다 자연스럽다 변하다 부드럽다 아늑하다 다양하다 경쾌하다
157,스피릿선발대,김오키(Kim O Ki),새롭다 괴기하다 가깝다 부지런하다 쉽다 진지하다 많다 불타다 서글프다 아름답다 사랑스럽다 스럽다
158,데미안,살롱 드 오수경,깊다 새롭다 수상하다 그러하다 진하다 완벽하다 드라마틱하다 성하다 멋지다
159,Let's march!,마치 (MRCH),익숙하다 새롭다 그러하다 신선하다 예사롭다 남짓하다 짧다 변화무쌍하다 절묘하다 매끄럽다 세련되다 높다 발랄하다 탁월하다 흠잡다
160,chBa,Guinneissik(기나이직),분명하다 이렇다 어색하다 애매하다 부담스럽다 이렇다 부담스럽다 딱하다 길다 좋다 어떻다 뚜렷하다 낡다 좋다 많다 새롭다 어렵다 이러하다 분명하다
161,SPARK,JBJ95,좋아하다 다양하다 탄탄하다 높다 감미롭다 섬세하다 성숙하다 청량하다 강렬하다 새롭다 색다르다 반갑다 단순하다
162,언어의 형태 (form of tongue),cotoba(코토바),넘치다 복잡하다 정교하다 그러하다 묵직하다 단단하다 짧다 강렬하다 차분하다 건조하다 현란하다 충분하다
163,Greatest Hits,Hookuo (후쿠오) & 담예(DAMYE),어렵다 분명하다 유일하다 넘치다 가깝다 뭉클하다 탁월하다 무모하다
164,Stunning,선우정아(Sunwoojunga),황홀하다 좋다
165,Rocker's WiFi,실버클럽(Silverclub),다르다 대단하다 어렵다 반갑다 얇다 강렬하다 올바르다 딱하다 영원하다 넘치다 충분하다
166,이방인,E SENS,치밀하다 여전하다 어렵다
167,FEVER DREAM,Of Monsters And Men(오브 몬스터즈 앤 맨),짙다 그러하다 어색하다 높다 단순하다 적절하다 특별하다 좋다 흔하다 편안하다 밉다 세련되다
168,미운 사람만 가득한 이 도시에도,uju(우주),필요하다 많다 다르다 확실하다 노랗다 서운하다 가득하다 외롭다 더하다 아름답다 화하다 이렇다 필요하다
169,Kaleidoscope,Cyrus Chestnut(사이러스 체스트넛),변화무쌍하다 다양하다 변화무쌍하다 괴상하다 흥겹다 이렇다 유명하다 이렇다 힘들다 충분하다 출중하다 어렵다 원하다 오래되다
170,Antidote,Chick Corea(칙 코리아),노쇠하다 민감하다 많다 이렇다 높다 더하다 좋다 새롭다 멋지다
171,Haze,gong (공),많다 드물다 안타깝다 많다 독특하다 이렇다 애잔하다 정겹다 걸걸하다 더하다 탁월하다 새롭다
172,계몽,쏜애플(THORNAPPLE),확고하다 어렵다 강렬하다 차분하다 강렬하다 강하다 어떻다 부드럽다 어둡다 불길하다 검다 명확하다 기묘하다 독특하다 어떠하다 좋아하다 노련하다
173,PUZZLE 9 PIECES,애런(ARRAN),좋다 경쾌하다 심하다 평이하다 뻔하다 완벽하다
174,Nights With Ruby,SACHI,꾸준하다 성장하다 완전하다 세련되다 높다 빠르다 침착하다 높다 충분하다 분명하다
175,Heaven is Humming,Goon(군),이렇다 시원하다 어떻다 뿌옇다 장엄하다 묵직하다 강렬하다 잔잔하다 감미롭다 많다 좋다 굉장하다 멀다 오래되다 새롭다 좋다 고프다
176,FOTOGRAFIA,Maria Kim(마리아 킴),노랗다 탁월하다 좋다 노랗다 자유롭다 색다르다 신선하다 뜨겁다 경쾌하다 자유롭다 편안하다 유쾌하다 위대하다
177,Before The Storm,SONIC STONES(소닉 스톤즈),가득하다 분명하다 만족스럽다 좋아하다 만족스럽다 짜릿하다 화하다 기대하다 단단하다 짧다 강렬하다 황홀하다
178,Atlantico,Paula Morelenbaum(파울라 모렐렌바움),다양하다 유명하다 새롭다 꾸준하다 다양하다 더하다 담백하다 젊다 신선하다 흥겹다 독특하다
179,"""Let's Rock""",The Black Keys(더 블랙 키스),명백하다 좋다 철저하다 충실하다 펀하다 다르다 탁월하다 많다 단순하다
180,Carte Blanche,DJ Snake(DJ 스네이크),지루하다 필요하다 익숙하다 어떻다 희미하다 명쾌하다 어떻다 미비하다 다르다 지루하다 강력하다 분명하다 다양하다 간략하다 힘드다 덥다 좋다
181,The Lost Boy,Cordae,밉다 출중하다 넘치다 탁월하다 흥미롭다 다르다 멋지다 오밀조밀하다 적절하다 멀다 훌륭하다
182,제29회 유재하 음악경연대회,Various Artists,여전하다 유효하다 두드러지다 그러하다 치열하다 나란하다 성숙하다 높다 주목할만하다 둥글다 다양하다 서늘하다 섬세하다 아름답다 여전하다 유효하다 건강하다 기대하다
183,"yeah, I don't want it",보수동쿨러,신선하다 가득하다 기대하다 신선하다 가득하다 우울하다 명랑하다 자유분방하다 익숙하다 새롭다 탄탄하다 주목할만하다 청량하다 명랑하다 장엄하다 독특하다 그러하다 노련하다 쿨하다
184,The Book of Us : Gravity,DAY6 (데이식스),높다 주목할만하다 훌륭하다 부지런하다 꾸준하다 전무하다 주목할만하다 그러하다 주도하다 분명하다 높다 빼어나다 경쾌하다 여전하다 총명하다 유연하다 야하다 진지하다 화려하다 탄탄하다 주목할만하다
185,JAZZ GOES SKA,The SKA JAZZ UNIT,젊다 색다르다 경쾌하다 적절하다 강렬하다 화려하다 흥겹다 젊다 이러하다 바쁘다 넘치다 젊다 많다 좋다 색다르다 유명하다 멋지다 젊다
186,We Will Meet Again,Van Plein(반플레인),완벽하다 짧다 신선하다 깊다 더하다 선명하다 가득하다 강렬하다 신선하다 확실하다 짧다 멋지다
187,III,Banks(뱅크스),신선하다 유명하다 강렬하다 두드러지다 섬세하다 폭넓다 여전하다 성숙하다 발랄하다 다양하다 충실하다 신선하다 조화롭다
188,Keepsake,Hatchie,새롭다 작다 신선하다 단순하다 무의미하다 일목요연하다 방대하다 난해하다 어수선하다 훌륭하다 절묘하다 영롱하다 아름답다 장엄하다 드라마틱하다 성하다 친숙하다
189,A Different Kind Of Human – Step 2,Aurora(오로라),폭넓다 성장하다 반하다 당당하다 탄탄하다 밀접하다 폭넓다 무겁다 민감하다 광활하다 폭넓다 드라마틱하다 주도하다 강하다 깊다 높다 평등하다 많다
190,Who Wants to Be a Millionaire?,Chinatown Slalom,애매하다 이렇다 넓다 애매하다 이렇다 애매하다 간결하다 강하다 난해하다 복잡하다 복잡하다 반듯하다 새롭다
191,Dawn,SG Lewis(에스지 루이스),대단하다 이러하다 아쉽다 여전하다 여전하다 이러하다 익숙하다 어떻다 부드럽다 확실하다
192,BIRTHDAY,전소미,밉다 당당하다 밉다 밉다 어떻다 밉다 복잡하다 독특하다 특별하다 어렵다 분명하다 충분하다 애석하다 어렵다 밉다 높다 굉장하다 어렵다 충분하다 당당하다 멋지다 분명하다 아쉽다 이렇다 확실하다 필요하다
193,THE SECOND BULLET (세컨뷸렛),스트릿건즈(Street Guns),진중하다 간략하다 흥겹다 신나다 당연하다 분명하다 이렇다 좋다 어떻다 어떻다 강하다 절묘하다 오래되다 매끄럽다 진중하다
194,Schlagenheim,Black Midi(블랙 미디),신선하다 가득하다 충실하다 적절하다 자유분방하다 궁금하다 어떻다 이렇다 불안하다 찬란하다 난해하다 정확하다 천진하다 노련하다 어떻다 필요하다 당연하다 좋다 아쉽다 자연스럽다 흔하다 많다
195,모래내판타지,구남과여라이딩스텔라,멋지다 아름답다 진실하다 중요하다 좋다 마르다 유일하다 그러하다 괴상하다 잔인하다 길다 외롭다 멋지다 나른하다 좋다 적당하다 딱하다 적당하다 나태하다 필요하다 스럽다 어떻다
196,청춘 (靑春),태윤(TAEYOON),가득하다 작다 가득하다 충분하다 어렵다 간결하다 깔끔하다 정확하다 어렵다 편안하다 이렇다 특별하다 좋다 빠르다 시원하다 수많다
197,Diaspora,GoldLink(골드링크),남다르다 좋다 강렬하다 거대하다 아프다
198,Bandana,Freddie Gibbs(프레디 깁스) & Madlib(매드립),신선하다 꾸준하다 끝내주다 여전하다 많다 주도하다 달콤하다 음울하다 오묘하다 가깝다 적절하다 흔하다 짧다 강렬하다 확실하다 훌륭하다 이렇다
199,MARZ 2 AMBITION,릴러말즈 (Leellamarz),새롭다 새롭다 충실하다 다르다 탄탄하다 다르다 고소하다 찰지다 변하다 산만하다 멀다 강렬하다 어렵다 아쉽다 충분하다
200,PRAY ON MY INSECURITY,A.TRAIN(에이트레인),쓸쓸하다 여전하다 생소하다 분명하다 음울하다 불완전하다 따스하다 무정하다 덤덤하다 쓸쓸하다 떳떳하다
201,Shea Butter Baby,Ari Lennox,이렇다 매끄럽다 적절하다 여리다 탁월하다 더하다 덥다 반갑다 진하다
202,IGOR,"Tyler, The Creator(타일러, 더 크리에이터)",여전하다 완전하다 아름답다 애틋하다 특별하다 남다르다 당하다 아름답다
203,"Haus Party, Part.1",Todrick Hall,즐겁다 몰두하다 가볍다 낮다 많다 어렵다 이렇다 즐겁다 어느새다 원하다 이렇다
204,Father of the Bride,Vampire Weekend(뱀파이어 위켄드),완벽하다 성하다 짧다 경쾌하다 희다 매끄럽다 칠하다 사랑스럽다 못지않다
205,I Am Easy To Find,The National(더 내셔널),유쾌하다 암울하다 가깝다 수상하다 어떻다 쉽다 그러하다 유사하다 편안하다 갑작스럽다 우수하다 즐겁다
206,"When Will The Blues Leave (Live at Aula Magna STS, Lugano-Trevano / 1999)",Paul Bley(폴 블라이) & Gary Peacock & Paul Motian(폴 모션),아름답다 특별하다 많다 아름답다 어떠하다
207,I'm All Smiles,George Cables(조지 케이블스),여전하다 활기차다 꾸준하다 이렇다 밉다 명쾌하다 멀다 리드미컬하다 차분하다
208,Dedicated,Carly Rae Jepsen(칼리 래 젭슨),더하다 새롭다 견고하다 다양하다 튼실하다 성숙하다 여전하다 유효하다 노련하다 절묘하다 화하다 색다르다 어느덧다 성장하다 진지하다 성숙하다 활기차다 변화무쌍하다 명명하다 만족하다 성장하다 더하다 성공하다
209,Phantom Forest,Lydia Ainsworth,독특하다 신비롭다 새롭다 흥미롭다 절묘하다 신비롭다 분명하다 아름답다 어둡다 참신하다
210,Rendezvous,CHIMMI(취미),정직하다 넘치다 짙다 많다 어렵다 이렇다 어색하다 좋다 부드럽다 지루하다 차분하다 정직하다 넘치다 어색하다 드물다 확실하다
211,킁,C JAMM,깊다 멀다 탄탄하다 화하다 특출나다 여전하다 강렬하다
212,Bloom,문콕(MOONKOCK),충실하다 훌륭하다 애절하다 새롭다 청량하다 세련되다 충실하다 훌륭하다 기대하다
213,Stand,선우정아(Sunwoojunga),많다 단순하다 많다 무책임하다 조심스럽다 적절하다 탄탄하다 짧다 강렬하다 확실하다 남다르다 찰지다 기괴하다 무심하다
214,So!YoON!,So!YoON!(황소윤),굳다 어지럽다 훌륭하다 명료하다 발랄하다 매끈하다 더하다 멋지다 아름답다 익숙하다 강하다 강화하다 화려하다 필요하다 조용하다
215,밀항,피에타(PIETA),정확하다 높다 충분하다 길다 적절하다 정확하다 처절하다 절묘하다 애매하다 특별하다 새롭다 독특하다 많다 힘드다
216,A Little Girl Dancing,장승호(Seungho Jang),뛰어나다 뛰어나다 뛰어나다 많다 화려하다 더하다 담백하다 익숙하다 세련되다 기대하다 뛰어나다 다양하다 기대하다
217,Flight,Yolk,몰두하다 어렵다 이렇다 몰두하다 다양하다 익숙하다 다양하다 두텁다 확실하다 충실하다
218,상실의 시대,노르웨이 숲,화려하다 순수하다 편안하다 훌륭하다 의하다 높다 유일하다 아련하다 아름답다 깊다 섬세하다
219,Devotion,김성은,꾸준하다 짧다 비상하다 자연스럽다 진지하다 잔잔하다 더하다 멋지다 차분하다 어떻다 더하다 어떻다
220,DAMDI,형선(HYNGSN),당연하다 특별하다 정확하다 탁월하다 꾸준하다 좋다 다르다 얇다 진하다 훌륭하다 어렵다 깊다
221,"아, 이 어지러움",위아더나잇(We Are The Night),놀랍다 부지런하다 들뜨다 다르다 적절하다 들뜨다 적절하다 아쉽다 당연하다 좋다 명확하다 이렇다 이렇다 이렇다
222,성난 도시로부터 멀리,우효(Oohyo),간결하다 아기자기하다 편안하다 덤덤하다 따스하다 반갑다 여전하다 신선하다 우울하다 성숙하다 이러하다 진솔하다 화려하다 발랄하다 아름답다 연하다 비장하다 절묘하다 색다르다 엉뚱하다 슬프다 옅다 다양하다 세련되다 간결하다 진지하다 성장하다
223,Immersion,나윤선,가능하다 어떻다 이렇다 많다 설레다 강하다 다양하다 여전하다 멋지다 가득하다
224,우리마음,오영,자유분방하다 기묘하다 신기하다 작다 부유하다 그러하다 빠르다 두텁다 그러하다 짧다 많다 이렇다 좋아하다
225,시든 꽃에 물을 주듯,HYNN(박혜원),높다 섬세하다 좋다 곱다 완벽하다 완벽하다 깔끔하다 높다
226,Tribute,송영주 & 써니 킴(Sunny Kim),어떻다 단순하다 다양하다 수상하다 성하다 힘드다 아름답다 파랗다 붉다 다르다
227,오늘밤 나를 위로해,나인(디어클라우드),당연하다 뛰어나다 익숙하다 과장하다 이상하다 명확하다 서글프다 싸늘하다 처절하다 넉넉하다 복잡하다 생생하다 처량하다 선명하다 나직하다 이렇다 다르다 다르다
228,HOMECOMING: THE LIVE ALBUM,Beyoncé(비욘세),많다 무례하다 단순하다 섹시하다 신선하다 짜릿하다 짧다 생생하다 충분하다 새롭다 뛰어나다
229,Time Today,BJ The Chicago Kid(비제이 더 시카고 키드),달콤하다 오래되다 중요하다 수많다 못지않다 드물다 달콤하다 흥미롭다 감미롭다 탁월하다 아쉽다
230,No Geography,The Chemical Brothers(케미컬 브라더스),재미없다 상관없다 짜릿하다 화려하다 익숙하다 충분하다
231,In the End,The Cranberries(크랜베리즈),많다 성공하다 여전하다 반갑다 비장하다 안타깝다 더하다 뭉클하다 진하다
